Segmentation List:
1: X= 11 | Y= 34 | Pose= Vertical | Length= 759
1469: X= 342 | Y= 592 | Pose= Horizontal | Length= 2
1470: X= 342 | Y= 617 | Pose= Horizontal | Length= 12
1471: X= 342 | Y= 631 | Pose= Horizontal | Length= 2
1472: X= 342 | Y= 641 | Pose= Vertical | Length= 2
1473: X= 343 | Y= 541 | Pose= Vertical | Length= 5
1474: X= 343 | Y= 542 | Pose= Vertical | Length= 2
1475: X= 343 | Y= 543 | Pose= Vertical | Length= 1
1476: X= 343 | Y= 593 | Pose= Vertical | Length= 8
1477: X= 343 | Y= 608 | Pose= Horizontal | Length= 7
1478: X= 343 | Y= 617 | Pose= Vertical | Length= 8
1479: X= 343 | Y= 636 | Pose= Horizontal | Length= 5
1480: X= 344 | Y= 538 | Pose= Horizontal | Length= 2
1481: X= 344 | Y= 551 | Pose= Vertical | Length= 11
1482: X= 344 | Y= 607 | Pose= Vertical | Length= 4
1483: X= 344 | Y= 608 | Pose= Vertical | Length= 1
1484: X= 344 | Y= 612 | Pose= Vertical | Length= 4
1485: X= 344 | Y= 614 | Pose= Horizontal | Length= 2
1486: X= 344 | Y= 618 | Pose= Horizontal | Length= 2
1487: X= 344 | Y= 630 | Pose= Horizontal | Length= 7
1488: X= 345 | Y= 539 | Pose= Horizontal | Length= 2
1489: X= 345 | Y= 592 | Pose= Vertical | Length= 2
1490: X= 345 | Y= 610 | Pose= Vertical | Length= 3
1491: X= 345 | Y= 611 | Pose= Vertical | Length= 1
1492: X= 345 | Y= 615 | Pose= Vertical | Length= 3
1493: X= 345 | Y= 620 | Pose= Horizontal | Length= 8
1494: X= 345 | Y= 631 | Pose= Vertical | Length= 5
1495: X= 346 | Y= 620 | Pose= Vertical | Length= 2
1496: X= 346 | Y= 627 | Pose= Vertical | Length= 2
1497: X= 347 | Y= 542 | Pose= Vertical | Length= 3
1498: X= 347 | Y= 548 | Pose= Vertical | Length= 1
1499: X= 347 | Y= 608 | Pose= Horizontal | Length= 2
1500: X= 347 | Y= 613 | Pose= Horizontal | Length= 2
1501: X= 347 | Y= 621 | Pose= Horizontal | Length= 6
1502: X= 347 | Y= 628 | Pose= Horizontal | Length= 2
1503: X= 348 | Y= 522 | Pose= Vertical | Length= 12
1504: X= 348 | Y= 544 | Pose= Vertical | Length= 2
1505: X= 348 | Y= 545 | Pose= Vertical | Length= 2
1506: X= 348 | Y= 592 | Pose= Vertical | Length= 1
1507: X= 348 | Y= 629 | Pose= Vertical | Length= 4
1508: X= 348 | Y= 630 | Pose= Vertical | Length= 4
1509: X= 348 | Y= 632 | Pose= Horizontal | Length= 4
1510: X= 349 | Y= 365 | Pose= Horizontal | Length= 2
1511: X= 349 | Y= 512 | Pose= Vertical | Length= 1
1512: X= 349 | Y= 540 | Pose= Vertical | Length= 6
1513: X= 349 | Y= 541 | Pose= Vertical | Length= 1
1514: X= 349 | Y= 543 | Pose= Vertical | Length= 1
1515: X= 349 | Y= 628 | Pose= Vertical | Length= 1
1516: X= 349 | Y= 632 | Pose= Vertical | Length= 1
1517: X= 349 | Y= 635 | Pose= Vertical | Length= 2
1518: X= 350 | Y= 366 | Pose= Vertical | Length= 3
1519: X= 350 | Y= 548 | Pose= Vertical | Length= 2
1520: X= 350 | Y= 592 | Pose= Vertical | Length= 1
1521: X= 350 | Y= 618 | Pose= Vertical | Length= 4
1522: X= 350 | Y= 621 | Pose= Vertical | Length= 2
1523: X= 350 | Y= 622 | Pose= Vertical | Length= 2
1524: X= 350 | Y= 625 | Pose= Vertical | Length= 3
1525: X= 350 | Y= 633 | Pose= Vertical | Length= 4
1526: X= 350 | Y= 634 | Pose= Vertical | Length= 1
1527: X= 351 | Y= 550 | Pose= Vertical | Length= 1
1528: X= 351 | Y= 590 | Pose= Vertical | Length= 8
1529: X= 352 | Y= 364 | Pose= Horizontal | Length= 2
1530: X= 352 | Y= 367 | Pose= Horizontal | Length= 2
1531: X= 352 | Y= 512 | Pose= Vertical | Length= 1
1532: X= 352 | Y= 543 | Pose= Vertical | Length= 4
1533: X= 352 | Y= 592 | Pose= Vertical | Length= 8
1534: X= 352 | Y= 593 | Pose= Horizontal | Length= 2
1535: X= 352 | Y= 620 | Pose= Vertical | Length= 1
1536: X= 353 | Y= 368 | Pose= Vertical | Length= 5
1537: X= 353 | Y= 510 | Pose= Vertical | Length= 6
1538: X= 353 | Y= 544 | Pose= Horizontal | Length= 2
1539: X= 353 | Y= 552 | Pose= Vertical | Length= 7
1540: X= 353 | Y= 594 | Pose= Vertical | Length= 6
1541: X= 353 | Y= 617 | Pose= Vertical | Length= 4
1542: X= 353 | Y= 631 | Pose= Vertical | Length= 2
1543: X= 353 | Y= 632 | Pose= Vertical | Length= 1
1544: X= 354 | Y= 341 | Pose= Vertical | Length= 4
1545: X= 354 | Y= 366 | Pose= Vertical | Length= 1
1546: X= 354 | Y= 541 | Pose= Vertical | Length= 2
1547: X= 354 | Y= 545 | Pose= Vertical | Length= 2
1548: X= 354 | Y= 549 | Pose= Vertical | Length= 5
1549: X= 354 | Y= 550 | Pose= Vertical | Length= 1
1550: X= 354 | Y= 623 | Pose= Horizontal | Length= 8
1551: X= 355 | Y= 511 | Pose= Vertical | Length= 2
1552: X= 355 | Y= 542 | Pose= Vertical | Length= 1
1553: X= 355 | Y= 546 | Pose= Vertical | Length= 6
1554: X= 355 | Y= 548 | Pose= Vertical | Length= 2
1555: X= 355 | Y= 618 | Pose= Vertical | Length= 2
1556: X= 355 | Y= 621 | Pose= Vertical | Length= 3
1557: X= 355 | Y= 622 | Pose= Horizontal | Length= 2
1558: X= 356 | Y= 494 | Pose= Horizontal | Length= 6
1559: X= 356 | Y= 604 | Pose= Horizontal | Length= 4
1560: X= 356 | Y= 614 | Pose= Vertical | Length= 3
1561: X= 356 | Y= 615 | Pose= Horizontal | Length= 2
1562: X= 357 | Y= 342 | Pose= Horizontal | Length= 4
1563: X= 357 | Y= 369 | Pose= Vertical | Length= 7
1564: X= 357 | Y= 486 | Pose= Horizontal | Length= 9
1565: X= 357 | Y= 499 | Pose= Vertical | Length= 3
1566: X= 357 | Y= 536 | Pose= Horizontal | Length= 3
1567: X= 357 | Y= 542 | Pose= Vertical | Length= 5
1568: X= 357 | Y= 543 | Pose= Horizontal | Length= 2
1569: X= 357 | Y= 604 | Pose= Vertical | Length= 2
1570: X= 357 | Y= 607 | Pose= Vertical | Length= 4
1571: X= 357 | Y= 619 | Pose= Vertical | Length= 2
1572: X= 357 | Y= 620 | Pose= Vertical | Length= 1
1573: X= 358 | Y= 344 | Pose= Vertical | Length= 3
1574: X= 358 | Y= 485 | Pose= Vertical | Length= 8
1575: X= 358 | Y= 486 | Pose= Vertical | Length= 1
1576: X= 358 | Y= 494 | Pose= Vertical | Length= 2
1577: X= 358 | Y= 495 | Pose= Vertical | Length= 2
1578: X= 358 | Y= 511 | Pose= Vertical | Length= 6
1579: X= 358 | Y= 525 | Pose= Horizontal | Length= 8
1580: X= 358 | Y= 534 | Pose= Vertical | Length= 3
1581: X= 358 | Y= 535 | Pose= Horizontal | Length= 2
1582: X= 358 | Y= 538 | Pose= Vertical | Length= 2
1583: X= 358 | Y= 544 | Pose= Vertical | Length= 3
1584: X= 358 | Y= 548 | Pose= Vertical | Length= 6
1585: X= 358 | Y= 591 | Pose= Vertical | Length= 1
1586: X= 358 | Y= 595 | Pose= Horizontal | Length= 4
1587: X= 358 | Y= 602 | Pose= Vertical | Length= 3
1588: X= 358 | Y= 603 | Pose= Vertical | Length= 1
1589: X= 358 | Y= 615 | Pose= Horizontal | Length= 2
1590: X= 358 | Y= 618 | Pose= Vertical | Length= 2
1591: X= 359 | Y= 469 | Pose= Horizontal | Length= 6
1592: X= 359 | Y= 490 | Pose= Horizontal | Length= 4
1593: X= 359 | Y= 496 | Pose= Horizontal | Length= 3
1594: X= 359 | Y= 512 | Pose= Vertical | Length= 2
1595: X= 359 | Y= 517 | Pose= Vertical | Length= 1
1596: X= 359 | Y= 523 | Pose= Vertical | Length= 9
1597: X= 359 | Y= 525 | Pose= Vertical | Length= 3
1598: X= 359 | Y= 532 | Pose= Vertical | Length= 2
1599: X= 359 | Y= 537 | Pose= Vertical | Length= 2
1600: X= 359 | Y= 543 | Pose= Vertical | Length= 1
1601: X= 359 | Y= 553 | Pose= Vertical | Length= 2
1602: X= 359 | Y= 593 | Pose= Vertical | Length= 1
1603: X= 359 | Y= 598 | Pose= Horizontal | Length= 3
1604: X= 359 | Y= 616 | Pose= Horizontal | Length= 2
1605: X= 360 | Y= 345 | Pose= Vertical | Length= 5
1606: X= 360 | Y= 469 | Pose= Vertical | Length= 2
1607: X= 360 | Y= 471 | Pose= Vertical | Length= 2
1608: X= 360 | Y= 474 | Pose= Vertical | Length= 2
1609: X= 360 | Y= 486 | Pose= Horizontal | Length= 5
1610: X= 360 | Y= 501 | Pose= Horizontal | Length= 7
1611: X= 360 | Y= 527 | Pose= Horizontal | Length= 5
1612: X= 360 | Y= 535 | Pose= Horizontal | Length= 2
1613: X= 360 | Y= 545 | Pose= Vertical | Length= 1
1614: X= 360 | Y= 554 | Pose= Horizontal | Length= 4
1615: X= 360 | Y= 597 | Pose= Vertical | Length= 6
1616: X= 360 | Y= 600 | Pose= Horizontal | Length= 2
1617: X= 360 | Y= 604 | Pose= Vertical | Length= 3
1618: X= 360 | Y= 605 | Pose= Horizontal | Length= 2
1619: X= 360 | Y= 609 | Pose= Horizontal | Length= 7
1620: X= 361 | Y= 470 | Pose= Vertical | Length= 1
1621: X= 361 | Y= 472 | Pose= Horizontal | Length= 2
1622: X= 361 | Y= 487 | Pose= Vertical | Length= 5
1623: X= 361 | Y= 501 | Pose= Vertical | Length= 2
1624: X= 361 | Y= 507 | Pose= Vertical | Length= 4
1625: X= 361 | Y= 526 | Pose= Horizontal | Length= 2
1626: X= 361 | Y= 543 | Pose= Vertical | Length= 3
1627: X= 361 | Y= 557 | Pose= Horizontal | Length= 2
1628: X= 361 | Y= 562 | Pose= Vertical | Length= 2
1629: X= 361 | Y= 592 | Pose= Vertical | Length= 3
1630: X= 361 | Y= 593 | Pose= Vertical | Length= 7
1631: X= 361 | Y= 595 | Pose= Vertical | Length= 20
1632: X= 361 | Y= 596 | Pose= Vertical | Length= 1
1633: X= 361 | Y= 598 | Pose= Vertical | Length= 2
1634: X= 361 | Y= 599 | Pose= Vertical | Length= 4
1635: X= 361 | Y= 609 | Pose= Vertical | Length= 2
1636: X= 361 | Y= 612 | Pose= Vertical | Length= 2
1637: X= 361 | Y= 613 | Pose= Vertical | Length= 2
1638: X= 361 | Y= 615 | Pose= Vertical | Length= 3
1639: X= 362 | Y= 493 | Pose= Horizontal | Length= 8
1640: X= 362 | Y= 552 | Pose= Vertical | Length= 3
1641: X= 362 | Y= 553 | Pose= Horizontal | Length= 2
1642: X= 362 | Y= 558 | Pose= Vertical | Length= 3
1643: X= 362 | Y= 605 | Pose= Horizontal | Length= 4
1644: X= 363 | Y= 346 | Pose= Vertical | Length= 1
1645: X= 363 | Y= 367 | Pose= Vertical | Length= 5
1646: X= 363 | Y= 368 | Pose= Vertical | Length= 1
1647: X= 363 | Y= 481 | Pose= Vertical | Length= 6
1648: X= 363 | Y= 482 | Pose= Horizontal | Length= 3
1649: X= 363 | Y= 489 | Pose= Vertical | Length= 7
1650: X= 363 | Y= 490 | Pose= Horizontal | Length= 4
1651: X= 363 | Y= 502 | Pose= Horizontal | Length= 3
1652: X= 363 | Y= 512 | Pose= Vertical | Length= 3
1653: X= 363 | Y= 516 | Pose= Vertical | Length= 11
1654: X= 363 | Y= 544 | Pose= Horizontal | Length= 3
1655: X= 363 | Y= 549 | Pose= Vertical | Length= 6
1656: X= 363 | Y= 554 | Pose= Vertical | Length= 2
1657: X= 363 | Y= 614 | Pose= Vertical | Length= 3
1658: X= 364 | Y= 344 | Pose= Vertical | Length= 4
1659: X= 364 | Y= 471 | Pose= Horizontal | Length= 5
1660: X= 364 | Y= 479 | Pose= Vertical | Length= 2
1661: X= 364 | Y= 480 | Pose= Vertical | Length= 1
1662: X= 364 | Y= 499 | Pose= Horizontal | Length= 4
1663: X= 364 | Y= 504 | Pose= Horizontal | Length= 3
1664: X= 364 | Y= 515 | Pose= Vertical | Length= 1
1665: X= 364 | Y= 537 | Pose= Vertical | Length= 5
1666: X= 364 | Y= 538 | Pose= Horizontal | Length= 4
1667: X= 364 | Y= 546 | Pose= Vertical | Length= 6
1668: X= 364 | Y= 550 | Pose= Vertical | Length= 5
1669: X= 364 | Y= 551 | Pose= Vertical | Length= 1
1670: X= 364 | Y= 553 | Pose= Vertical | Length= 1
1671: X= 364 | Y= 555 | Pose= Horizontal | Length= 3
1672: X= 364 | Y= 559 | Pose= Vertical | Length= 4
1673: X= 364 | Y= 560 | Pose= Vertical | Length= 2
1674: X= 364 | Y= 598 | Pose= Vertical | Length= 1
1675: X= 364 | Y= 607 | Pose= Vertical | Length= 2
1676: X= 364 | Y= 608 | Pose= Vertical | Length= 2
1677: X= 365 | Y= 471 | Pose= Vertical | Length= 3
1678: X= 365 | Y= 475 | Pose= Vertical | Length= 2
1679: X= 365 | Y= 478 | Pose= Vertical | Length= 5
1680: X= 365 | Y= 482 | Pose= Horizontal | Length= 3
1681: X= 365 | Y= 486 | Pose= Vertical | Length= 1
1682: X= 365 | Y= 491 | Pose= Horizontal | Length= 9
1683: X= 365 | Y= 513 | Pose= Horizontal | Length= 2
1684: X= 365 | Y= 541 | Pose= Vertical | Length= 4
1685: X= 365 | Y= 556 | Pose= Horizontal | Length= 2
1686: X= 365 | Y= 561 | Pose= Vertical | Length= 3
1687: X= 365 | Y= 596 | Pose= Vertical | Length= 4
1688: X= 365 | Y= 605 | Pose= Horizontal | Length= 2
1689: X= 365 | Y= 612 | Pose= Vertical | Length= 2
1690: X= 365 | Y= 613 | Pose= Vertical | Length= 1
1691: X= 366 | Y= 472 | Pose= Vertical | Length= 4
1692: X= 366 | Y= 473 | Pose= Horizontal | Length= 2
1693: X= 366 | Y= 480 | Pose= Vertical | Length= 3
1694: X= 366 | Y= 490 | Pose= Horizontal | Length= 2
1695: X= 366 | Y= 514 | Pose= Vertical | Length= 4
1696: X= 366 | Y= 517 | Pose= Horizontal | Length= 3
1697: X= 366 | Y= 552 | Pose= Vertical | Length= 2
1698: X= 366 | Y= 553 | Pose= Vertical | Length= 2
1699: X= 366 | Y= 558 | Pose= Vertical | Length= 2
1700: X= 366 | Y= 592 | Pose= Vertical | Length= 2
1701: X= 366 | Y= 600 | Pose= Vertical | Length= 2
1702: X= 366 | Y= 601 | Pose= Vertical | Length= 2
1703: X= 366 | Y= 603 | Pose= Vertical | Length= 2
1704: X= 366 | Y= 609 | Pose= Vertical | Length= 5
1705: X= 366 | Y= 610 | Pose= Horizontal | Length= 2
1706: X= 367 | Y= 342 | Pose= Vertical | Length= 3
1707: X= 367 | Y= 343 | Pose= Vertical | Length= 1
1708: X= 367 | Y= 368 | Pose= Vertical | Length= 8
1709: X= 367 | Y= 460 | Pose= Horizontal | Length= 6
1710: X= 367 | Y= 470 | Pose= Vertical | Length= 3
1711: X= 367 | Y= 482 | Pose= Horizontal | Length= 7
1712: X= 367 | Y= 517 | Pose= Horizontal | Length= 3
1713: X= 367 | Y= 524 | Pose= Horizontal | Length= 2
1714: X= 367 | Y= 560 | Pose= Vertical | Length= 1
1715: X= 368 | Y= 460 | Pose= Vertical | Length= 2
1716: X= 368 | Y= 465 | Pose= Vertical | Length= 2
1717: X= 368 | Y= 485 | Pose= Vertical | Length= 1
1718: X= 368 | Y= 515 | Pose= Vertical | Length= 3
1719: X= 368 | Y= 525 | Pose= Vertical | Length= 3
1720: X= 368 | Y= 538 | Pose= Horizontal | Length= 3
1721: X= 368 | Y= 542 | Pose= Vertical | Length= 3
1722: X= 368 | Y= 543 | Pose= Horizontal | Length= 2
1723: X= 368 | Y= 547 | Pose= Horizontal | Length= 2
1724: X= 368 | Y= 551 | Pose= Vertical | Length= 1
1725: X= 368 | Y= 597 | Pose= Vertical | Length= 5
1726: X= 369 | Y= 343 | Pose= Horizontal | Length= 2
1727: X= 369 | Y= 461 | Pose= Horizontal | Length= 4
1728: X= 369 | Y= 471 | Pose= Vertical | Length= 1
1729: X= 369 | Y= 479 | Pose= Vertical | Length= 2
1730: X= 369 | Y= 486 | Pose= Horizontal | Length= 3
1731: X= 369 | Y= 512 | Pose= Vertical | Length= 3
1732: X= 369 | Y= 513 | Pose= Vertical | Length= 1
1733: X= 369 | Y= 517 | Pose= Vertical | Length= 1
1734: X= 369 | Y= 544 | Pose= Horizontal | Length= 2
1735: X= 370 | Y= 344 | Pose= Vertical | Length= 9
1736: X= 370 | Y= 480 | Pose= Horizontal | Length= 7
1737: X= 370 | Y= 520 | Pose= Vertical | Length= 9
1738: X= 370 | Y= 521 | Pose= Horizontal | Length= 4
1739: X= 370 | Y= 543 | Pose= Vertical | Length= 2
1740: X= 370 | Y= 553 | Pose= Vertical | Length= 5
1741: X= 370 | Y= 587 | Pose= Vertical | Length= 5
1742: X= 370 | Y= 593 | Pose= Vertical | Length= 3
1743: X= 370 | Y= 594 | Pose= Vertical | Length= 1
1744: X= 370 | Y= 608 | Pose= Vertical | Length= 2
1745: X= 371 | Y= 513 | Pose= Horizontal | Length= 2
1746: X= 371 | Y= 517 | Pose= Vertical | Length= 5
1747: X= 371 | Y= 544 | Pose= Horizontal | Length= 2
1748: X= 371 | Y= 554 | Pose= Horizontal | Length= 2
1749: X= 371 | Y= 607 | Pose= Vertical | Length= 3
1750: X= 372 | Y= 417 | Pose= Vertical | Length= 3
1751: X= 372 | Y= 418 | Pose= Horizontal | Length= 2
1752: X= 372 | Y= 514 | Pose= Vertical | Length= 2
1753: X= 372 | Y= 545 | Pose= Vertical | Length= 8
1754: X= 372 | Y= 555 | Pose= Vertical | Length= 7
1755: X= 372 | Y= 596 | Pose= Vertical | Length= 9
1756: X= 373 | Y= 419 | Pose= Vertical | Length= 2
1757: X= 373 | Y= 515 | Pose= Vertical | Length= 4
1758: X= 373 | Y= 518 | Pose= Horizontal | Length= 2
1759: X= 373 | Y= 588 | Pose= Vertical | Length= 2
1760: X= 373 | Y= 605 | Pose= Vertical | Length= 2
1761: X= 373 | Y= 606 | Pose= Vertical | Length= 1
1762: X= 374 | Y= 369 | Pose= Vertical | Length= 6
1763: X= 374 | Y= 418 | Pose= Vertical | Length= 1
1764: X= 374 | Y= 554 | Pose= Vertical | Length= 10
1765: X= 374 | Y= 589 | Pose= Vertical | Length= 1
1766: X= 374 | Y= 604 | Pose= Vertical | Length= 3
1767: X= 375 | Y= 347 | Pose= Vertical | Length= 1
1768: X= 375 | Y= 556 | Pose= Vertical | Length= 1
1769: X= 376 | Y= 516 | Pose= Vertical | Length= 5
1770: X= 376 | Y= 546 | Pose= Vertical | Length= 2
1771: X= 376 | Y= 603 | Pose= Vertical | Length= 3
1772: X= 378 | Y= 345 | Pose= Vertical | Length= 2
1773: X= 378 | Y= 367 | Pose= Vertical | Length= 1
1774: X= 378 | Y= 518 | Pose= Vertical | Length= 3
1775: X= 378 | Y= 519 | Pose= Vertical | Length= 1
1776: X= 378 | Y= 556 | Pose= Vertical | Length= 18
1777: X= 378 | Y= 602 | Pose= Vertical | Length= 7
1778: X= 379 | Y= 346 | Pose= Vertical | Length= 2
1779: X= 379 | Y= 370 | Pose= Horizontal | Length= 2
1780: X= 379 | Y= 546 | Pose= Vertical | Length= 8
1781: X= 380 | Y= 347 | Pose= Vertical | Length= 10
1782: X= 380 | Y= 371 | Pose= Horizontal | Length= 2
1783: X= 380 | Y= 517 | Pose= Vertical | Length= 1
1784: X= 380 | Y= 567 | Pose= Vertical | Length= 3
1785: X= 381 | Y= 372 | Pose= Vertical | Length= 3
1786: X= 382 | Y= 517 | Pose= Horizontal | Length= 4
1787: X= 383 | Y= 373 | Pose= Vertical | Length= 5
1788: X= 383 | Y= 517 | Pose= Vertical | Length= 2
1789: X= 383 | Y= 520 | Pose= Vertical | Length= 3
1790: X= 383 | Y= 555 | Pose= Vertical | Length= 1
1791: X= 383 | Y= 594 | Pose= Vertical | Length= 3
1792: X= 383 | Y= 595 | Pose= Vertical | Length= 2
1793: X= 383 | Y= 596 | Pose= Vertical | Length= 2
1794: X= 384 | Y= 518 | Pose= Horizontal | Length= 2
1795: X= 384 | Y= 521 | Pose= Horizontal | Length= 2
1796: X= 384 | Y= 547 | Pose= Vertical | Length= 1
1797: X= 384 | Y= 600 | Pose= Vertical | Length= 3
1798: X= 384 | Y= 601 | Pose= Vertical | Length= 1
1799: X= 385 | Y= 519 | Pose= Vertical | Length= 9
1800: X= 385 | Y= 522 | Pose= Vertical | Length= 10
1801: X= 385 | Y= 557 | Pose= Vertical | Length= 6
1802: X= 386 | Y= 521 | Pose= Vertical | Length= 2
1803: X= 386 | Y= 547 | Pose= Vertical | Length= 5
1804: X= 386 | Y= 599 | Pose= Vertical | Length= 3
1805: X= 387 | Y= 374 | Pose= Vertical | Length= 7
1806: X= 388 | Y= 558 | Pose= Vertical | Length= 1
1807: X= 388 | Y= 598 | Pose= Vertical | Length= 4
1808: X= 389 | Y= 346 | Pose= Vertical | Length= 6
1809: X= 390 | Y= 520 | Pose= Vertical | Length= 1
1810: X= 390 | Y= 548 | Pose= Vertical | Length= 5
1811: X= 390 | Y= 558 | Pose= Vertical | Length= 6
1812: X= 391 | Y= 347 | Pose= Vertical | Length= 2
1813: X= 391 | Y= 371 | Pose= Vertical | Length= 2
1814: X= 391 | Y= 372 | Pose= Vertical | Length= 13
1815: X= 391 | Y= 551 | Pose= Vertical | Length= 2
1816: X= 391 | Y= 595 | Pose= Vertical | Length= 7
1817: X= 391 | Y= 596 | Pose= Horizontal | Length= 2
1818: X= 393 | Y= 373 | Pose= Vertical | Length= 1
1819: X= 393 | Y= 517 | Pose= Vertical | Length= 7
1820: X= 393 | Y= 518 | Pose= Vertical | Length= 1
1821: X= 393 | Y= 520 | Pose= Vertical | Length= 1
1822: X= 394 | Y= 347 | Pose= Vertical | Length= 9
1823: X= 394 | Y= 521 | Pose= Vertical | Length= 16
1824: X= 394 | Y= 545 | Pose= Horizontal | Length= 3
1825: X= 394 | Y= 553 | Pose= Vertical | Length= 1
1826: X= 395 | Y= 520 | Pose= Vertical | Length= 1
1827: X= 395 | Y= 543 | Pose= Vertical | Length= 3
1828: X= 395 | Y= 544 | Pose= Horizontal | Length= 2
1829: X= 395 | Y= 554 | Pose= Vertical | Length= 3
1830: X= 395 | Y= 555 | Pose= Vertical | Length= 1
1831: X= 395 | Y= 559 | Pose= Horizontal | Length= 2
1832: X= 395 | Y= 597 | Pose= Vertical | Length= 12
1833: X= 395 | Y= 598 | Pose= Horizontal | Length= 2
1834: X= 396 | Y= 560 | Pose= Vertical | Length= 4
1835: X= 396 | Y= 599 | Pose= Vertical | Length= 6
1836: X= 397 | Y= 539 | Pose= Vertical | Length= 4
1837: X= 397 | Y= 540 | Pose= Horizontal | Length= 3
1838: X= 397 | Y= 555 | Pose= Horizontal | Length= 2
1839: X= 397 | Y= 596 | Pose= Vertical | Length= 1
1840: X= 398 | Y= 520 | Pose= Vertical | Length= 2
1841: X= 398 | Y= 556 | Pose= Horizontal | Length= 2
1842: X= 398 | Y= 598 | Pose= Vertical | Length= 2
1843: X= 399 | Y= 518 | Pose= Horizontal | Length= 2
1844: X= 399 | Y= 541 | Pose= Horizontal | Length= 2
1845: X= 399 | Y= 557 | Pose= Vertical | Length= 3
1846: X= 399 | Y= 558 | Pose= Vertical | Length= 8
1847: X= 399 | Y= 559 | Pose= Vertical | Length= 1
1848: X= 399 | Y= 561 | Pose= Vertical | Length= 1
1849: X= 400 | Y= 519 | Pose= Vertical | Length= 13
1850: X= 400 | Y= 540 | Pose= Vertical | Length= 2
1851: X= 401 | Y= 541 | Pose= Horizontal | Length= 2
1852: X= 401 | Y= 598 | Pose= Vertical | Length= 1
1853: X= 402 | Y= 348 | Pose= Horizontal | Length= 3
1854: X= 402 | Y= 542 | Pose= Horizontal | Length= 2
1855: X= 402 | Y= 547 | Pose= Vertical | Length= 4
1856: X= 402 | Y= 548 | Pose= Vertical | Length= 4
1857: X= 403 | Y= 350 | Pose= Vertical | Length= 6
1858: X= 403 | Y= 373 | Pose= Vertical | Length= 8
1859: X= 403 | Y= 522 | Pose= Horizontal | Length= 2
1860: X= 403 | Y= 543 | Pose= Vertical | Length= 5
1861: X= 404 | Y= 523 | Pose= Vertical | Length= 7
1862: X= 404 | Y= 544 | Pose= Horizontal | Length= 3
1863: X= 405 | Y= 352 | Pose= Vertical | Length= 1
1864: X= 405 | Y= 544 | Pose= Horizontal | Length= 2
1865: X= 405 | Y= 559 | Pose= Vertical | Length= 5
1866: X= 405 | Y= 560 | Pose= Vertical | Length= 5
1867: X= 405 | Y= 598 | Pose= Vertical | Length= 7
1868: X= 405 | Y= 599 | Pose= Horizontal | Length= 2
1869: X= 406 | Y= 351 | Pose= Vertical | Length= 1
1870: X= 406 | Y= 546 | Pose= Vertical | Length= 2
1871: X= 406 | Y= 549 | Pose= Vertical | Length= 3
1872: X= 406 | Y= 550 | Pose= Vertical | Length= 3
1873: X= 406 | Y= 600 | Pose= Vertical | Length= 4
1874: X= 407 | Y= 544 | Pose= Horizontal | Length= 2
1875: X= 407 | Y= 547 | Pose= Vertical | Length= 5
1876: X= 408 | Y= 349 | Pose= Vertical | Length= 8
1877: X= 408 | Y= 530 | Pose= Vertical | Length= 3
1878: X= 408 | Y= 531 | Pose= Horizontal | Length= 2
1879: X= 409 | Y= 532 | Pose= Vertical | Length= 2
1880: X= 409 | Y= 548 | Pose= Vertical | Length= 1
1881: X= 409 | Y= 558 | Pose= Vertical | Length= 3
1882: X= 409 | Y= 599 | Pose= Vertical | Length= 1
1883: X= 410 | Y= 374 | Pose= Vertical | Length= 11
1884: X= 410 | Y= 524 | Pose= Horizontal | Length= 2
1885: X= 410 | Y= 531 | Pose= Vertical | Length= 1
1886: X= 411 | Y= 522 | Pose= Vertical | Length= 10
1887: X= 411 | Y= 525 | Pose= Vertical | Length= 9
1888: X= 411 | Y= 548 | Pose= Vertical | Length= 2
1889: X= 411 | Y= 559 | Pose= Vertical | Length= 10
1890: X= 411 | Y= 560 | Pose= Vertical | Length= 6
1891: X= 411 | Y= 599 | Pose= Vertical | Length= 4
1892: X= 412 | Y= 520 | Pose= Vertical | Length= 5
1893: X= 412 | Y= 549 | Pose= Horizontal | Length= 2
1894: X= 413 | Y= 550 | Pose= Vertical | Length= 4
1895: X= 414 | Y= 571 | Pose= Vertical | Length= 1
